"province","age_group","sex","vaccination_date","total_number_individuals_vaccinated"
"Free State","50-59","Male","2021-11-08",125
"Free State","50-59","Male","2021-11-09",182
"Free State","50-59","Male","2021-11-10",174
"Free State","50-59","Male","2021-11-11",179
"Free State","50-59","Male","2021-11-12",207
"Free State","50-59","Male","2021-11-13",160
"Free State","50-59","Male","2021-11-14",22
"Free State","50-59","Male","2021-11-15",182
"Free State","50-59","Male","2021-11-16",189
"Free State","50-59","Male","2021-11-17",205
"Free State","50-59","Male","2021-11-18",172
"Free State","50-59","Male","2021-11-19",132
"Free State","50-59","Male","2021-11-20",19
"Free State","50-59","Male","2021-11-21",1
"Free State","50-59","Male","2021-11-22",127
"Free State","50-59","Male","2021-11-23",172
"Free State","50-59","Male","2021-11-24",193
"Free State","50-59","Male","2021-11-25",178
"Free State","50-59","Male","2021-11-26",149
"Free State","50-59","Male","2021-11-27",26
"Free State","50-59","Male","2021-11-28",1
"Free State","50-59","Male","2021-11-29",272
"Free State","50-59","Male","2021-11-30",273
"Free State","50-59","Male","2021-12-01",234
"Free State","50-59","Male","2021-12-02",224
"Free State","50-59","Male","2021-12-03",194
"Free State","50-59","Male","2021-12-04",53
"Free State","50-59","Male","2021-12-05",10
"Free State","50-59","Male","2021-12-06",232
"Free State","50-59","Male","2021-12-07",202
"Free State","50-59","Male","2021-12-08",191
"Free State","50-59","Male","2021-12-09",188
"Free State","50-59","Male","2021-12-10",173
"Free State","50-59","Male","2021-12-11",8
"Free State","50-59","Male","2021-12-12",0
"Free State","50-59","Male","2021-12-13",136
"Free State","50-59","Male","2021-12-14",150
"Free State","50-59","Male","2021-12-15",110
"Free State","60+","Female","2021-02-17",1
"Free State","60+","Female","2021-02-18",11
"Free State","60+","Female","2021-02-19",13
"Free State","60+","Female","2021-02-22",52
"Free State","60+","Female","2021-02-23",56
"Free State","60+","Female","2021-02-24",50
"Free State","60+","Female","2021-02-25",69
"Free State","60+","Female","2021-02-26",38
"Free State","60+","Female","2021-02-27",19
"Free State","60+","Female","2021-02-28",22
"Free State","60+","Female","2021-03-01",36
"Free State","60+","Female","2021-03-02",33
"Free State","60+","Female","2021-03-03",53
"Free State","60+","Female","2021-03-04",54
"Free State","60+","Female","2021-03-05",16
"Free State","60+","Female","2021-03-06",3
"Free State","60+","Female","2021-03-08",15
"Free State","60+","Female","2021-03-09",49
"Free State","60+","Female","2021-03-10",67
"Free State","60+","Female","2021-03-11",28
"Free State","60+","Female","2021-03-12",28
"Free State","60+","Female","2021-03-15",28
"Free State","60+","Female","2021-03-16",39
"Free State","60+","Female","2021-03-17",25
"Free State","60+","Female","2021-03-18",23
"Free State","60+","Female","2021-03-19",24
"Free State","60+","Female","2021-03-23",21
"Free State","60+","Female","2021-03-24",34
"Free State","60+","Female","2021-03-25",9
"Free State","60+","Female","2021-03-26",6
"Free State","60+","Female","2021-03-30",14
"Free State","60+","Female","2021-03-31",25
"Free State","60+","Female","2021-04-01",1
"Free State","60+","Female","2021-04-06",5
"Free State","60+","Female","2021-04-07",13
"Free State","60+","Female","2021-04-08",9
"Free State","60+","Female","2021-04-09",17
"Free State","60+","Female","2021-04-13",5
"Free State","60+","Female","2021-04-28",4
"Free State","60+","Female","2021-04-29",30
"Free State","60+","Female","2021-04-30",36
"Free State","60+","Female","2021-05-03",4
"Free State","60+","Female","2021-05-04",20
"Free State","60+","Female","2021-05-05",15
"Free State","60+","Female","2021-05-06",2
"Free State","60+","Female","2021-05-07",10
"Free State","60+","Female","2021-05-10",11
"Free State","60+","Female","2021-05-11",35
"Free State","60+","Female","2021-05-12",80
"Free State","60+","Female","2021-05-13",90
"Free State","60+","Female","2021-05-14",41
"Free State","60+","Female","2021-05-15",1
"Free State","60+","Female","2021-05-17",177
"Free State","60+","Female","2021-05-18",266
"Free State","60+","Female","2021-05-19",308
"Free State","60+","Female","2021-05-20",300
"Free State","60+","Female","2021-05-21",605
"Free State","60+","Female","2021-05-24",695
"Free State","60+","Female","2021-05-25",1879
"Free State","60+","Female","2021-05-26",2637
"Free State","60+","Female","2021-05-27",2500
"Free State","60+","Female","2021-05-28",2279
"Free State","60+","Female","2021-05-29",154
"Free State","60+","Female","2021-05-30",123
"Free State","60+","Female","2021-05-31",2266
"Free State","60+","Female","2021-06-01",3074
"Free State","60+","Female","2021-06-02",3289
"Free State","60+","Female","2021-06-03",2887
"Free State","60+","Female","2021-06-04",3518
"Free State","60+","Female","2021-06-05",273
"Free State","60+","Female","2021-06-06",369
"Free State","60+","Female","2021-06-07",2904
"Free State","60+","Female","2021-06-08",3361
"Free State","60+","Female","2021-06-09",3033
"Free State","60+","Female","2021-06-10",2687
"Free State","60+","Female","2021-06-11",2817
"Free State","60+","Female","2021-06-12",188
"Free State","60+","Female","2021-06-13",83
"Free State","60+","Female","2021-06-14",3255
"Free State","60+","Female","2021-06-15",3380
"Free State","60+","Female","2021-06-16",198
"Free State","60+","Female","2021-06-17",3348
"Free State","60+","Female","2021-06-18",2366
"Free State","60+","Female","2021-06-19",189
"Free State","60+","Female","2021-06-20",45
"Free State","60+","Female","2021-06-21",2575
"Free State","60+","Female","2021-06-22",2602
"Free State","60+","Female","2021-06-23",2164
"Free State","60+","Female","2021-06-24",1862
"Free State","60+","Female","2021-06-25",1683
"Free State","60+","Female","2021-06-26",105
"Free State","60+","Female","2021-06-27",10
"Free State","60+","Female","2021-06-28",1194
"Free State","60+","Female","2021-06-29",1672
"Free State","60+","Female","2021-06-30",1635
"Free State","60+","Female","2021-07-01",1707
"Free State","60+","Female","2021-07-02",1269
"Free State","60+","Female","2021-07-03",18
"Free State","60+","Female","2021-07-05",856
"Free State","60+","Female","2021-07-06",1344
"Free State","60+","Female","2021-07-07",1580
"Free State","60+","Female","2021-07-08",1438
"Free State","60+","Female","2021-07-09",1221
"Free State","60+","Female","2021-07-10",65
"Free State","60+","Female","2021-07-11",24
"Free State","60+","Female","2021-07-12",1399
"Free State","60+","Female","2021-07-13",1350
"Free State","60+","Female","2021-07-14",922
"Free State","60+","Female","2021-07-15",1139
"Free State","60+","Female","2021-07-16",918
"Free State","60+","Female","2021-07-17",71
"Free State","60+","Female","2021-07-18",27
"Free State","60+","Female","2021-07-19",954
"Free State","60+","Female","2021-07-20",996
"Free State","60+","Female","2021-07-21",1109
"Free State","60+","Female","2021-07-22",863
"Free State","60+","Female","2021-07-23",612
"Free State","60+","Female","2021-07-24",54
"Free State","60+","Female","2021-07-25",38
"Free State","60+","Female","2021-07-26",711
"Free State","60+","Female","2021-07-27",786
"Free State","60+","Female","2021-07-28",749
"Free State","60+","Female","2021-07-29",623
"Free State","60+","Female","2021-07-30",572
"Free State","60+","Female","2021-07-31",38
"Free State","60+","Female","2021-08-01",46
"Free State","60+","Female","2021-08-02",507
"Free State","60+","Female","2021-08-03",564
"Free State","60+","Female","2021-08-04",522
"Free State","60+","Female","2021-08-05",571
"Free State","60+","Female","2021-08-06",491
"Free State","60+","Female","2021-08-07",38
"Free State","60+","Female","2021-08-08",28
"Free State","60+","Female","2021-08-09",47
"Free State","60+","Female","2021-08-10",536
"Free State","60+","Female","2021-08-11",539
"Free State","60+","Female","2021-08-12",442
"Free State","60+","Female","2021-08-13",288
"Free State","60+","Female","2021-08-14",15
"Free State","60+","Female","2021-08-15",5
"Free State","60+","Female","2021-08-16",290
"Free State","60+","Female","2021-08-17",379
"Free State","60+","Female","2021-08-18",428
"Free State","60+","Female","2021-08-19",359
"Free State","60+","Female","2021-08-20",323
"Free State","60+","Female","2021-08-21",19
"Free State","60+","Female","2021-08-22",8
"Free State","60+","Female","2021-08-23",305
"Free State","60+","Female","2021-08-24",387
"Free State","60+","Female","2021-08-25",351
"Free State","60+","Female","2021-08-26",332
"Free State","60+","Female","2021-08-27",250
"Free State","60+","Female","2021-08-28",18
"Free State","60+","Female","2021-08-29",10
"Free State","60+","Female","2021-08-30",251
"Free State","60+","Female","2021-08-31",296
"Free State","60+","Female","2021-09-01",345
"Free State","60+","Female","2021-09-02",307
"Free State","60+","Female","2021-09-03",301
"Free State","60+","Female","2021-09-04",99
"Free State","60+","Female","2021-09-05",4
"Free State","60+","Female","2021-09-06",281
"Free State","60+","Female","2021-09-07",258
"Free State","60+","Female","2021-09-08",313
"Free State","60+","Female","2021-09-09",294
"Free State","60+","Female","2021-09-10",276
"Free State","60+","Female","2021-09-11",26
"Free State","60+","Female","2021-09-12",7
"Free State","60+","Female","2021-09-13",362
"Free State","60+","Female","2021-09-14",497
"Free State","60+","Female","2021-09-15",444
"Free State","60+","Female","2021-09-16",451
"Free State","60+","Female","2021-09-17",377
"Free State","60+","Female","2021-09-18",55
"Free State","60+","Female","2021-09-19",9
"Free State","60+","Female","2021-09-20",261
"Free State","60+","Female","2021-09-21",393
"Free State","60+","Female","2021-09-22",370
"Free State","60+","Female","2021-09-23",299
"Free State","60+","Female","2021-09-24",22
"Free State","60+","Female","2021-09-25",34
"Free State","60+","Female","2021-09-26",9
"Free State","60+","Female","2021-09-27",234
"Free State","60+","Female","2021-09-28",282
"Free State","60+","Female","2021-09-29",290
"Free State","60+","Female","2021-09-30",271
"Free State","60+","Female","2021-10-01",303
"Free State","60+","Female","2021-10-02",275
"Free State","60+","Female","2021-10-03",121
"Free State","60+","Female","2021-10-04",279
"Free State","60+","Female","2021-10-05",349
"Free State","60+","Female","2021-10-06",378
"Free State","60+","Female","2021-10-07",353
"Free State","60+","Female","2021-10-08",300
"Free State","60+","Female","2021-10-09",34
"Free State","60+","Female","2021-10-10",4
"Free State","60+","Female","2021-10-11",282
"Free State","60+","Female","2021-10-12",456
"Free State","60+","Female","2021-10-13",407
"Free State","60+","Female","2021-10-14",391
"Free State","60+","Female","2021-10-15",332
"Free State","60+","Female","2021-10-16",46
"Free State","60+","Female","2021-10-17",1
"Free State","60+","Female","2021-10-18",272
"Free State","60+","Female","2021-10-19",352
"Free State","60+","Female","2021-10-20",439
"Free State","60+","Female","2021-10-21",361
"Free State","60+","Female","2021-10-22",217
"Free State","60+","Female","2021-10-23",53
"Free State","60+","Female","2021-10-24",11
"Free State","60+","Female","2021-10-25",225
"Free State","60+","Female","2021-10-26",219
"Free State","60+","Female","2021-10-27",275
"Free State","60+","Female","2021-10-28",167
"Free State","60+","Female","2021-10-29",177
"Free State","60+","Female","2021-10-30",33
"Free State","60+","Female","2021-10-31",6
"Free State","60+","Female","2021-11-01",96
"Free State","60+","Female","2021-11-02",155
"Free State","60+","Female","2021-11-03",279
"Free State","60+","Female","2021-11-04",295
"Free State","60+","Female","2021-11-05",187
"Free State","60+","Female","2021-11-06",44
"Free State","60+","Female","2021-11-07",9
"Free State","60+","Female","2021-11-08",76
"Free State","60+","Female","2021-11-09",221
"Free State","60+","Female","2021-11-10",236
"Free State","60+","Female","2021-11-11",157
"Free State","60+","Female","2021-11-12",210
"Free State","60+","Female","2021-11-13",124
"Free State","60+","Female","2021-11-14",24
"Free State","60+","Female","2021-11-15",158
"Free State","60+","Female","2021-11-16",242
"Free State","60+","Female","2021-11-17",242
"Free State","60+","Female","2021-11-18",236
"Free State","60+","Female","2021-11-19",131
"Free State","60+","Female","2021-11-20",6
"Free State","60+","Female","2021-11-21",3
"Free State","60+","Female","2021-11-22",88
"Free State","60+","Female","2021-11-23",148
"Free State","60+","Female","2021-11-24",157
"Free State","60+","Female","2021-11-25",123
"Free State","60+","Female","2021-11-26",83
"Free State","60+","Female","2021-11-27",10
"Free State","60+","Female","2021-11-29",240
"Free State","60+","Female","2021-11-30",267
"Free State","60+","Female","2021-12-01",226
"Free State","60+","Female","2021-12-02",206
"Free State","60+","Female","2021-12-03",171
"Free State","60+","Female","2021-12-04",19
"Free State","60+","Female","2021-12-05",5
"Free State","60+","Female","2021-12-06",158
"Free State","60+","Female","2021-12-07",179
"Free State","60+","Female","2021-12-08",148
"Free State","60+","Female","2021-12-09",119
"Free State","60+","Female","2021-12-10",106
"Free State","60+","Female","2021-12-11",4
"Free State","60+","Female","2021-12-12",0
"Free State","60+","Female","2021-12-13",116
"Free State","60+","Female","2021-12-14",116
"Free State","60+","Female","2021-12-15",80
"Free State","60+","Male","2021-02-17",2
"Free State","60+","Male","2021-02-18",18
"Free State","60+","Male","2021-02-19",7
"Free State","60+","Male","2021-02-22",22
"Free State","60+","Male","2021-02-23",24
"Free State","60+","Male","2021-02-24",28
"Free State","60+","Male","2021-02-25",18
"Free State","60+","Male","2021-02-26",12
"Free State","60+","Male","2021-02-27",14
"Free State","60+","Male","2021-02-28",21
"Free State","60+","Male","2021-03-01",12
"Free State","60+","Male","2021-03-02",7
"Free State","60+","Male","2021-03-03",28
"Free State","60+","Male","2021-03-04",12
"Free State","60+","Male","2021-03-05",5
"Free State","60+","Male","2021-03-06",1
"Free State","60+","Male","2021-03-08",7
"Free State","60+","Male","2021-03-09",28
"Free State","60+","Male","2021-03-10",23
"Free State","60+","Male","2021-03-11",6
"Free State","60+","Male","2021-03-12",2
"Free State","60+","Male","2021-03-15",11
"Free State","60+","Male","2021-03-16",7
"Free State","60+","Male","2021-03-17",15
"Free State","60+","Male","2021-03-18",8
"Free State","60+","Male","2021-03-19",8
"Free State","60+","Male","2021-03-23",11
"Free State","60+","Male","2021-03-24",9
"Free State","60+","Male","2021-03-25",3
"Free State","60+","Male","2021-03-26",3
"Free State","60+","Male","2021-03-30",3
"Free State","60+","Male","2021-03-31",8
"Free State","60+","Male","2021-04-01",2
"Free State","60+","Male","2021-04-06",4
"Free State","60+","Male","2021-04-07",11
"Free State","60+","Male","2021-04-08",10
"Free State","60+","Male","2021-04-09",3
"Free State","60+","Male","2021-04-12",1
"Free State","60+","Male","2021-04-13",3
"Free State","60+","Male","2021-04-28",3
